# idx	fwd_accel_mG
# Type: steady, 3 strokes (225 samples, 9.00s)
# Main stroke: peak=327, catch=-123, split=2:38
# Phase boundaries (sample index):
#   prev|main boundary: 75
#   main|next boundary: 151
#   catch dip: 96
#   drive start (zero-cross): 126
#   drive peak: 143
#   drive end (zero-cross): 143
0	0
1	-37
2	16
3	10
4	5
5	91
6	-20
7	-1
8	3
9	1
10	-47
11	44
12	33
13	-27
14	-41
15	-40
16	-43
17	-19
18	-31
19	2
20	44
21	-40
22	-51
23	6
24	-68
25	68
26	59
27	42
28	90
29	59
30	104
31	61
32	70
33	48
34	109
35	71
36	94
37	69
38	145
39	64
40	131
41	109
42	159
43	139
44	147
45	60
46	-77
47	-64
48	-236
49	-213
50	-26
51	58
52	-117
53	99
54	97
55	77
56	104
57	82
58	61
59	144
60	103
61	48
62	147
63	102
64	75
65	136
66	168
67	192
68	258
69	232
70	245
71	269
72	237
73	230
74	253
75	65
76	6
77	7
78	-4
79	10
80	65
81	-32
82	-3
83	20
84	1
85	-19
86	-16
87	53
88	-54
89	64
90	-14
91	0
92	-27
93	0
94	-10
95	40
96	-123
97	-78
98	-1
99	22
100	28
101	60
102	47
103	74
104	41
105	67
106	56
107	74
108	102
109	65
110	106
111	83
112	101
113	118
114	79
115	134
116	121
117	101
118	78
119	60
120	19
121	44
122	-45
123	48
124	-54
125	111
126	-4
127	58
128	35
129	121
130	101
131	67
132	124
133	185
134	182
135	89
136	135
137	166
138	141
139	226
140	229
141	264
142	324
143	327
144	325
145	271
146	263
147	262
148	241
149	225
150	20
151	22
152	-68
153	11
154	71
155	-95
156	134
157	-51
158	-17
159	35
160	-93
161	-28
162	-16
163	-78
164	-16
165	-42
166	-29
167	-13
168	-48
169	-23
170	-52
171	-32
172	-19
173	-21
174	-25
175	49
176	39
177	88
178	21
179	38
180	80
181	75
182	72
183	40
184	46
185	70
186	66
187	100
188	83
189	101
190	75
191	48
192	96
193	96
194	49
195	53
196	69
197	24
198	-38
199	-30
200	74
201	46
202	-3
203	-9
204	-53
205	120
206	125
207	87
208	110
209	27
210	69
211	78
212	129
213	127
214	131
215	82
216	70
217	156
218	198
219	231
220	264
221	272
222	286
223	262
224	283
