# idx	fwd_accel_mG
# Type: light, 3 strokes (227 samples, 9.08s)
# Main stroke: peak=309, catch=-391, split=2:51
# Phase boundaries (sample index):
#   prev|main boundary: 75
#   main|next boundary: 150
#   catch dip: 124
#   drive start (zero-cross): 126
#   drive peak: 149
#   drive end (zero-cross): 149
0	-9
1	-151
2	55
3	-26
4	9
5	-29
6	-8
7	-60
8	-14
9	-14
10	-40
11	-17
12	-7
13	21
14	-118
15	64
16	-95
17	-84
18	-35
19	18
20	89
21	-97
22	-30
23	-29
24	-41
25	86
26	35
27	-1
28	48
29	169
30	79
31	28
32	64
33	67
34	64
35	52
36	53
37	23
38	92
39	106
40	16
41	13
42	-17
43	-8
44	-100
45	-115
46	-348
47	-264
48	-461
49	-297
50	23
51	17
52	76
53	70
54	53
55	121
56	137
57	106
58	98
59	131
60	127
61	172
62	174
63	204
64	231
65	255
66	285
67	247
68	255
69	268
70	297
71	287
72	293
73	285
74	273
75	-150
76	5
77	81
78	-27
79	-21
80	-21
81	-15
82	-39
83	1
84	25
85	7
86	-4
87	-33
88	-26
89	-48
90	-38
91	-40
92	21
93	-31
94	-31
95	-23
96	-85
97	-34
98	17
99	21
100	-1
101	116
102	114
103	27
104	102
105	76
106	84
107	107
108	125
109	49
110	63
111	96
112	119
113	83
114	64
115	150
116	17
117	47
118	7
119	-13
120	-14
121	-91
122	-171
123	-246
124	-391
125	-5
126	-37
127	32
128	62
129	69
130	54
131	132
132	78
133	75
134	90
135	93
136	130
137	167
138	180
139	163
140	184
141	140
142	147
143	188
144	185
145	226
146	226
147	260
148	231
149	309
150	-24
151	30
152	21
153	-7
154	-24
155	-43
156	-31
157	22
158	82
159	-31
160	-19
161	-23
162	-17
163	38
164	-15
165	-27
166	-4
167	-12
168	-6
169	-87
170	29
171	-61
172	-113
173	56
174	44
175	133
176	43
177	101
178	85
179	101
180	110
181	70
182	93
183	38
184	88
185	73
186	61
187	4
188	56
189	44
190	111
191	-22
192	-9
193	-22
194	-6
195	-44
196	-130
197	-141
198	-425
199	-331
200	80
201	69
202	116
203	172
204	170
205	201
206	204
207	190
208	234
209	210
210	253
211	228
212	227
213	320
214	337
215	327
216	349
217	287
218	327
219	326
220	363
221	347
222	359
223	342
224	345
225	25
226	-15
